capability_id,capability_name,gap_type,source_or_algorithm,runtime_service,endpoint_or_contract,data_state,coverage_state,origin_classification,required_action
CAP-393D853966BA,Candidate Score,UNKNOWN_DATA,frontend/ndsp-user-portal-v50/public/ndsp-login-original-back-link-v76.js::candidateScore,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-3965B46743DE,Frontend Contract,NO_UI_MAPPING,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,POST /admin/registrations/{registration_id}/decision,UNKNOWN,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-399F19D9DFDF,Governance Mode Public,NO_UI_MAPPING,apps/ndsp-governance-bridge/policies/ndsp_governance_mode.py::governance_mode_public,ndsp-governance-bridge.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,SERVICE_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-39A4FC2ADB6A,Context Engines,NO_UI_MAPPING,backend/intelligence/canonical_v1/context_engines.py::context_engines,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNTRACKED,Map capability to an approved screen and visible component
CAP-3A5ED3DB0C0D,Risk Label,NO_UI_MAPPING,backend/app/support_layers/scenario/scenario_engine.py::_risk_label,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3A7CE980BBA5,Get Authority Signs,NO_UI_MAPPING,backend/auth_api/ndsp_tdl_trade_horizon_addons.cjs::getAuthoritySigns,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3ACB19AAC8FC,Ndsp Admin Actions Bypass Old Middleware,NO_UI_MAPPING,backend/auth_api/ndsp_admin_actions_bypass_old_middleware.cjs,ndsp-admin-actions.service,POST /api/admin-actions/users/action,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3AD986E24A84,Admin From Db Role,NO_UI_MAPPING,backend/auth_api/ndsp_admin_actions_gateway.cjs::adminFromDbRole,ndsp-admin-actions.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3ADA1B255959,Normalize User,NO_API_CONTRACT,frontend/admin-console/ndsp-admin-live-data-override.js::normalizeUser,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,ON_MAIN,Complete source-service-API-data-UI evidence chain
CAP-3B516BFCFA39,Ndsp User Login Gateway,NO_UI_MAPPING,backend/auth_api/ndsp_user_login_gateway.cjs,ndsp-user-login.service,GET /api/auth/2fa/status,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3B89863B2015,Ndsp User Login Gateway,NO_UI_MAPPING,backend/ndsp_user_login_gateway.cjs,ndsp-user-login.service,POST /api/auth/2fa/setup/start,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-3C04180E6CB5,Ndsp Prepare Reset Contract Then Run V7 V10,NO_UI_MAPPING,backups/recovery-validation-gate-v10-2/20260727_195009/ndsp_prepare_reset_contract_then_run_v7_v10.sh::ndsp_prepare_reset_contract_then_run_v7_v10,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-3C300A9DA163,Snap.Cups.Cups Browsed,NO_UI_MAPPING,{ path=/usr/bin/snap ; argv[]=/usr/bin/snap run cups.cups-browsed ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },snap.cups.cups-browsed.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,RUNTIME_ONLY,Map capability to an approved screen and visible component
CAP-3C82700812E4,Is Legacy Authenticated Destination,NO_UI_MAPPING,backups/portal-v50-retire-v2-2/20260727_001938/files/var/www/ndsp-my/ndsp-canonical-user-portal-v78.js::isLegacyAuthenticatedDestination,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-3CAAC6E360D3,Authorize Decision Request,NO_UI_MAPPING,backend/auth_api/ndsp_platform_gateway_9001.cjs::authorizeDecisionRequest,ndsp-platform-gateway.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3CFCB5B47F6B,Ndsp Api Compat Gateway,NO_UI_MAPPING,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/account/trial,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-3D0167450973,Ndsp Api Compat Gateway,NO_UI_MAPPING,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/alerts/status,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-3D8BEBE9E7E9,List Users,NO_UI_MAPPING,backend/ndsp_admin_users_official_readonly.cjs::listUsers,ndsp-admin-users-official.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,ON_MAIN,Map capability to an approved screen and visible component
CAP-3D9086A829ED,Ndsp Admin Ui Proxy,NO_UI_MAPPING,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/action,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-3DFEDEE90224,Main,NO_UI_MAPPING,backend/services/decision_governance_core/main.cjs,DISCOVERY_REQUIRED,POST /api/governance/evaluate,REAL_LIVE,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3E0450E19221,User Exists,NO_UI_MAPPING,backend/ndsp_device_guard.cjs::userExists,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,ON_MAIN,Map capability to an approved screen and visible component
CAP-3E2090989150,Ndsp Admin Ui Proxy,NO_UI_MAPPING,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/markets,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3F493047F14A,Update User Status,NO_UI_MAPPING,backend/ndsp-access-guard/server.js::updateUserStatus,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3F820FC0AC86,Ndsp User Portal Final Experience V1 One Script,PARTIAL_TRACEABILITY,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,DISCOVERY_REQUIRED,GET /api/auth/session,REAL_LIVE,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-3F9549B2B851,User Operational Compat,NO_UI_MAPPING,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/trial/request,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3FB473A87611,Cups,NO_UI_MAPPING,{ path=/usr/sbin/cupsd ; argv[]=/usr/sbin/cupsd -l ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },cups.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,RUNTIME_ONLY,Map capability to an approved screen and visible component
CAP-3FBDCF7CE0E5,Admin Payment Approve,NO_UI_MAPPING,backend/app/api/v1/frontend_contract.py::admin_payment_approve,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-3FC1A5B7AE7A,News Ticker,UNKNOWN_DATA,frontend/public-site/src/components/NewsTicker.tsx::NewsTicker,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,ON_MAIN,Complete source-service-API-data-UI evidence chain
CAP-3FE052703CF3,Use Completed Decisions V37,NO_API_CONTRACT,frontend/user-portal-vite/src/hooks/useCompletedDecisionsV37.js::useCompletedDecisionsV37,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-40B67109053A,User Key,NO_UI_MAPPING,backend/services/ndsp-trial-clock-v164/server.py::user_key,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-40BEBA7E4C4F,Ndsp Admin User Ops,NO_UI_MAPPING,{ path=/usr/bin/python3 ; argv[]=/usr/bin/python3 -m uvicorn app:app --host 127.0.0.1 --port 9068 ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },ndsp-admin-user-ops.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,RUNTIME_ONLY,Map capability to an approved screen and visible component
CAP-40D7603DE564,Ndsp Login V1,NO_UI_MAPPING,backups/portal-v50-hard-retire-v2/20260727_000836/files/var/www/ndsp-my/assets/ndsp-login-v1.js::ndsp-login-v1,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-41C29610C29F,Server,NO_UI_MAPPING,backend/server.js,DISCOVERY_REQUIRED,POST /api/admin/telegram-routing/update,REAL_SNAPSHOT,API_CONNECTED,LOCAL_MODIFIED,Map capability to an approved screen and visible component
CAP-41F9ADC5A422,Ndsp Safe Script Template,NO_UI_MAPPING,apps/NDSP_SAFE_SCRIPT_TEMPLATE.sh::NDSP_SAFE_SCRIPT_TEMPLATE,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-423A0277D2B0,Parse Quality,NO_UI_MAPPING,backend/app/runtime/ndsp_quality_live_golden_wrapper.py::parse_quality,ndsp-quality-live-golden-wrapper.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,SERVICE_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-423A14E667A6,Ndsp News Ticker,NO_UI_MAPPING,{ path=/usr/bin/node ; argv[]=/usr/bin/node /opt/ndsp-news-ticker/server.js ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },ndsp-news-ticker.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,RUNTIME_ONLY,Map capability to an approved screen and visible component
CAP-425426D4A96B,User Operational Compat,NO_UI_MAPPING,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,GET /api/auth/activate,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-429165839EE8,Brief Page,UNKNOWN_DATA,frontend/user-portal-vite/src/pages/BriefPage.jsx::BriefPage,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Complete source-service-API-data-UI evidence chain
CAP-429E344E9B10,Install Ndsp Decision Governance,NO_UI_MAPPING,backend/app/ndsp_governance/decision_output_policy.py::install_ndsp_decision_governance,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-42E4316C88FD,Markets Page,MOCK_DATA,frontend/ndsp-user-portal-v50/assets/ndsp-portal-v50.js::marketsPage,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,MOCK_ONLY,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-438A6D14BFBB,Auth Optional,NO_UI_MAPPING,backend/ndsp_api_compat_gateway.cjs::authOptional,ndsp-api-compat.service,GET /health|GET /api/account/trial|GET /api/packages|GET /api/markets|GET /api/alerts/status|GET /api/payments/status,REAL_SNAPSHOT,UI_PARTIAL,ON_MAIN,Map capability to an approved screen and visible component
CAP-439EB8A1AE69,Admin Mail To,NO_UI_MAPPING,backend/auth_api/ndsp_trial_register_gateway.cjs::adminMailTo,ndsp-trial-register.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-43B04D28A46B,Ndsp Admin Ui Proxy,NO_UI_MAPPING,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/action,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-43DC89894352,Require Admin,NO_UI_MAPPING,backend/app/api/admin/telegram_routing_v2.py::require_admin,DISCOVERY_REQUIRED,GET /status|POST /update|POST /test|GET /debug-auth|GET /status|POST /update|POST /test|GET /debug-auth,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-440F0C0857AF,Tdl Day Logic V2,NO_UI_MAPPING,shared/tdl_day_logic_v2.py::tdl_day_logic_v2,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-446E56BCCF3D,User Allowed,NO_UI_MAPPING,backend/ndsp-access-guard-9024/server.js::userAllowed,ndsp-access-guard-9024.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-4515D5FBBBF3,Framework Adapter,NO_UI_MAPPING,backend/services/decision_governance_core/framework-adapter.cjs,DISCOVERY_REQUIRED,GET /about,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Complete source-service-API-data-UI evidence chain
CAP-456D025C2AA9,Ndsp Login To Portal V90,NO_UI_MAPPING,backups/active-entrypoint-to-canonical-v1/20260726_233204/files/var/www/ndsp-my/ndsp-login-to-portal-v90.js::ndsp-login-to-portal-v90,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-458DDBD064D9,Ndsp Repo Guard,NO_UI_MAPPING,backend/tools/ndsp/ndsp_repo_guard.sh::ndsp_repo_guard,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-4590D29F5D0E,Polkit,NO_UI_MAPPING,{ path=/usr/lib/polkit-1/polkitd ; argv[]=/usr/lib/polkit-1/polkitd --no-debug ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 },polkit.service,DISCOVERY_REQUIRED,UNKNOWN,DISCOVERY_REQUIRED,RUNTIME_ONLY,Map capability to an approved screen and visible component
CAP-45BEE5E5B9D6,Telegram Routing V2,PARTIAL_TRACEABILITY,backend/app/api/admin/telegram_routing_v2.py,DISCOVERY_REQUIRED,GET /status,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Complete source-service-API-data-UI evidence chain
CAP-46029BDD33D3,Test Macro Negative Effect Reduces Score,NO_UI_MAPPING,backend/app/support_layers/quality/test_integration_dqs.py::test_macro_negative_effect_reduces_score,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-461745E841AB,Ndsp Trial Info,NO_UI_MAPPING,backend/ndsp_trial_info.cjs,DISCOVERY_REQUIRED,GET /trial/info,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-46527B2F0652,Test Ndsp Fix Direct Trade Execution Key Tdl V2,NO_UI_MAPPING,tests/test_ndsp_fix_direct_trade_execution_key_tdl_v2.py::test_ndsp_fix_direct_trade_execution_key_tdl_v2,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,SOURCE_IDENTIFIED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-46846A9BC2D1,Update User Status,NO_UI_MAPPING,backend/ndsp-access-guard-9024/server.js::updateUserStatus,ndsp-access-guard-9024.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-468875093BE0,Prod Schema,NO_UI_MAPPING,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_7_20260730_091610/work/prod-schema.sql::prod-schema,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-46EAB19BB0B6,Auth,NO_UI_MAPPING,backend/auth_api/ndsp_user_login_gateway.cjs::auth,ndsp-user-login.service,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|GET /api/auth/decision-room-access|POST /api/auth/runtime/usage/consume|GET /api/auth/profile|PUT /api/auth/profile|GET /api/auth/survey/status|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-46EAF0563AD4,Staging Schema,NO_UI_MAPPING,docs/05-runbooks/NDSP_COMMERCIAL_STAGING_SOURCE_DEPLOY_V1_10_20260730_100548/work/staging-schema.sql::staging-schema,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-4705DD378719,Get Authority Signs,NO_UI_MAPPING,backend/ndsp_tdl_trade_horizon_addons.cjs::getAuthoritySigns,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,ON_MAIN,Map capability to an approved screen and visible component
CAP-4735D0FCEC20,Normalize Decision Url,NO_API_CONTRACT,frontend/ndsp-user-portal-v50/public/ndsp-v82-runtime-contract-bridge.js::normalizeDecisionUrl,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-4788CB6BD13A,Market Positioning Status,NO_UI_MAPPING,backend/app/core/market_positioning.py::market_positioning_status,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-47C952094550,Ndsp Admin Actions Authoritative,NO_UI_MAPPING,backend/ndsp_admin_actions_authoritative.cjs,ndsp-admin-actions.service,GET /api/admin/users/action/health,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-4804EA150D2F,Frontend Contract,NO_UI_MAPPING,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /brief/today,UNKNOWN,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-484CFADD9BEA,L03 Market Direction Context,NO_UI_MAPPING,backend/layers/canonical_v1/direction/l03_market_direction_context.py::l03_market_direction_context,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNTRACKED,Map capability to an approved screen and visible component
CAP-48B1ECC1B251,Ndsp Portal Recovery V184,UNKNOWN_DATA,frontend/ndsp-user-portal-v50/assets/ndsp-portal-recovery-v184.js::ndsp-portal-recovery-v184,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-48E363203012,Ndsp Tf Quality,NO_UI_MAPPING,backend/ndsp-live-decision-quality/server.py::_ndsp_tf_quality,ndsp-live-decision-quality.service,GET /api/decision/quality-live|GET /api/decision/quality-live/health|GET /api/decision/quality-live|GET /api/decision/quality-live/health,REAL_SNAPSHOT,SERVICE_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-48E71B4F1CF7,Ndsp Api Compat Gateway,NO_UI_MAPPING,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/payments/status,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-48F24BF885D7,User Operational Compat,NO_UI_MAPPING,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/telegram/link/start,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-496F09F3F4BB,Ndsp User Login Gateway,PARTIAL_TRACEABILITY,backend/auth_api/ndsp_user_login_gateway.cjs,ndsp-user-login.service,POST /api/auth/login,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Complete source-service-API-data-UI evidence chain
CAP-498E4FD1C421,Ndsp Admin Ok,NO_UI_MAPPING,backend/server.js::ndspAdminOk,DISCOVERY_REQUIRED,GET /health|POST /auth/register|POST /auth/login|GET /me|POST /feedback|POST /upgrade-request|GET /upgrade-requests/me|GET /admin/upgrade-requests|POST /admin/upgrade-requests/:id/review|GET /trial/status|GET /admin/feedback|POST /admin/feedback/:id/review|GET /notifications|POST /notifications/:id/read|GET /admin/notifications|POST /admin/notifications/send|GET /plans|GET /admin/plans|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|GET /admin/stats|PUT /admin/users/:id|DELETE /admin/users/:id|GET /admin/users|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|GET /api/admin/telegram-routing/status|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_MODIFIED,Map capability to an approved screen and visible component
CAP-49C2FDFAC4CB,Pt,NO_API_CONTRACT,frontend/public-site/src/i18n/locales/pt.ts::pt,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,ON_MAIN,Complete source-service-API-data-UI evidence chain
CAP-49EBA7187C4A,Dsp Publish Research Labs,NO_UI_MAPPING,bin/dsp_publish_research_labs.sh::dsp_publish_research_labs,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-4A426C29FEC9,Quality Live,NO_UI_MAPPING,backend/ndsp-live-decision-quality/server.py::quality_live,ndsp-live-decision-quality.service,GET /api/decision/quality-live|GET /api/decision/quality-live/health|GET /api/decision/quality-live|GET /api/decision/quality-live/health,REAL_SNAPSHOT,SERVICE_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-4ADB944E408B,Ndsp User Login Gateway,NO_UI_MAPPING,backend/auth_api/ndsp_user_login_gateway.cjs,ndsp-user-login.service,POST /api/auth/survey/response,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-4B44E1521757,Find Quality,NO_UI_MAPPING,backend/app/api/ndsp_public_quality_unique.py::_find_quality,DISCOVERY_REQUIRED,GET /api/ndsp/public/decision-quality|GET /api/ndsp/public/decision-quality,UNKNOWN,SOURCE_IDENTIFIED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-4B75FD38F852,Ndsp Admin Ui Proxy,NO_UI_MAPPING,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/alerts/test,REAL_SNAPSHOT,API_CONNECTED,ON_MAIN,Map capability to an approved screen and visible component
CAP-4B8CAC6792AE,Ndsp User Portal Final Experience V1 One Script,PARTIAL_TRACEABILITY,NDSP_USER_PORTAL_FINAL_EXPERIENCE_V1_ONE_SCRIPT.sh,DISCOVERY_REQUIRED,GET /api/user/experience,REAL_LIVE,UI_PARTIAL,UNTRACKED,Complete source-service-API-data-UI evidence chain
CAP-4B97F41DF526,Feature Gate,NO_UI_MAPPING,apps/ndsp-governance-bridge/policies/feature_gate.py::feature_gate,ndsp-governance-bridge.service,DISCOVERY_REQUIRED,UNKNOWN,SERVICE_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-4C3B7B99A4A6,Nowpayments Create Alias,NO_UI_MAPPING,backend/app/api/compat/nowpayments_create_alias.py,DISCOVERY_REQUIRED,GET /api/ndsp/nowpayments-create-alias/health,REAL_SNAPSHOT,API_CONNECTED,LOCAL_ONLY,Map capability to an approved screen and visible component
CAP-4C410FBB8A1A,Ndsp Asset Market Universe,NO_UI_MAPPING,backend/auth_api/ndsp_asset_market_universe.cjs::ndsp_asset_market_universe,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,UNTRACKED,Map capability to an approved screen and visible component
CAP-4C445A67E940,Th,NO_API_CONTRACT,frontend/public-site/src/i18n/locales/th.ts::th,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,ON_MAIN,Complete source-service-API-data-UI evidence chain
