review_priority,capability_id,capability_name,capability_kind,source_or_algorithm,runtime_service,endpoint_or_contract,data_state,coverage_state,screen,visible_component,origin_classification,required_review
P0,CAP-6FE68AAF4F33,Telegram Routing Internal,API_ENDPOINT,backend/app/api/internal/telegram_routing_internal.py,DISCOVERY_REQUIRED,GET /status,REAL_SNAPSHOT,UI_PARTIAL,PASSWORD_RESET,frontend/public-landing/NDSP_Landing.html|frontend/public-site/ndsp-counter-debug.html,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-B3BF7C85F687,Telegram Routing Internal,API_ENDPOINT,backend/app/api/internal/telegram_routing_internal.py,DISCOVERY_REQUIRED,POST /test,REAL_SNAPSHOT,API_CONNECTED,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-C60CD9D10164,Telegram Routing Internal,API_ENDPOINT,backend/app/api/internal/telegram_routing_internal.py,DISCOVERY_REQUIRED,GET /debug-auth,REAL_SNAPSHOT,API_CONNECTED,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-EC53447FDEFA,Telegram Routing Internal,API_ENDPOINT,backend/app/api/internal/telegram_routing_internal.py,DISCOVERY_REQUIRED,GET /debug-db,REAL_SNAPSHOT,API_CONNECTED,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-22453668AACA,Telegram Routing V2,API_ENDPOINT,backend/app/api/admin/telegram_routing_v2.py,DISCOVERY_REQUIRED,POST /update,REAL_SNAPSHOT,API_CONNECTED,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-45BEE5E5B9D6,Telegram Routing V2,API_ENDPOINT,backend/app/api/admin/telegram_routing_v2.py,DISCOVERY_REQUIRED,GET /status,REAL_SNAPSHOT,UI_PARTIAL,PASSWORD_RESET,frontend/public-landing/NDSP_Landing.html|frontend/public-site/ndsp-counter-debug.html,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-8CF43007F5CD,Telegram Routing V2,API_ENDPOINT,backend/app/api/admin/telegram_routing_v2.py,DISCOVERY_REQUIRED,GET /debug-auth,REAL_SNAPSHOT,API_CONNECTED,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-CAD48928C8E4,Telegram Routing V2,API_ENDPOINT,backend/app/api/admin/telegram_routing_v2.py,DISCOVERY_REQUIRED,POST /test,REAL_SNAPSHOT,API_CONNECTED,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-A6810593B898,Trial Register Compat,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/compat/user_operational_compat.py::trial_register_compat,DISCOVERY_REQUIRED,GET /api/ndsp/compat/health|POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|GET /api/auth/activate|GET /api/v6/payments/nowpayments/subscription/status|GET /api/payments/nowpayments/subscription/status|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|GET /api/user/alert-preferences|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test|GET /api/ndsp/compat/health|POST /api/trial/register|POST /api/v1/trial/register|POST /api/trial/request|POST /api/auth/register-trial|POST /api/auth/activate|GET /api/auth/activate|GET /api/v6/payments/nowpayments/subscription/status|GET /api/payments/nowpayments/subscription/status|POST /api/v6/payments/nowpayments/subscription/create|POST /api/payments/nowpayments/subscription/create|GET /api/user/alert-preferences|POST /api/user/alert-preferences|POST /api/telegram/link/start|POST /api/telegram/link/verify|POST /api/alerts/email/test,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-9866D4AE9D59,Update User Status,ALGORITHM_OR_BUSINESS_LOGIC,backend/ndsp_admin_ui_proxy.cjs::updateUserStatus,ndsp-admin-ui-proxy.service,GET /api/admin-ui/health|GET /api/admin-ui/summary|GET /api/admin-ui/users|GET /api/admin-ui/payments|GET /api/admin-ui/trials|GET /api/admin-ui/packages|GET /api/admin-ui/markets|GET /api/admin-ui/alerts|POST /api/admin-ui/alerts/channel|POST /api/admin-ui/alerts/test|GET /api/admin-ui/backups|GET /api/admin-ui/governance|POST /api/admin-ui/action,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-ECBB8B6ED8D2,Update User Status,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_admin_ui_proxy.cjs::updateUserStatus,ndsp-admin-ui-proxy.service,GET /api/admin-ui/health|GET /api/admin-ui/summary|GET /api/admin-ui/users|GET /api/admin-ui/payments|GET /api/admin-ui/trials|GET /api/admin-ui/packages|GET /api/admin-ui/markets|GET /api/admin-ui/alerts|POST /api/admin-ui/alerts/channel|POST /api/admin-ui/alerts/test|GET /api/admin-ui/backups|GET /api/admin-ui/governance|POST /api/admin-ui/action,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-3F9549B2B851,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/trial/request,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-425426D4A96B,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,GET /api/auth/activate,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-48F24BF885D7,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/telegram/link/start,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-5649C9641068,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/v6/payments/nowpayments/subscription/create,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-5F34508D1D07,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/v1/trial/register,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-628E213D3D54,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/payments/nowpayments/subscription/create,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-945D34B96341,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/auth/register-trial,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-9EAA6B9BF2BC,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,GET /api/payments/nowpayments/subscription/status,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-BC09A0EB4549,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/alerts/email/test,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-C26418100904,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,GET /api/ndsp/compat/health,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-D559FE326861,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/user/alert-preferences,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-E50EE9CF3FD6,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/telegram/link/verify,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-EDF3F96EC14B,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/trial/register,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F197D783C391,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,GET /api/v6/payments/nowpayments/subscription/status,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F19E055AF8D6,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,POST /api/auth/activate,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-FAAE9703FE61,User Operational Compat,API_ENDPOINT,backend/app/api/compat/user_operational_compat.py,DISCOVERY_REQUIRED,GET /api/user/alert-preferences,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F4B0061B6EC3,Version,API_ENDPOINT,backend/framework/version/version.cjs,DISCOVERY_REQUIRED,GET /version,REAL_SNAPSHOT,UI_PARTIAL,REGISTER,backend/framework/tests/framework.test.cjs,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-5F632EA34B8F,002 Signal Decisions,ALGORITHM_OR_BUSINESS_LOGIC,backend/migrations/002_signal_decisions.sql::002_signal_decisions,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,ALERTS,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-207978A2050E,Activate User By Token,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_trial_register_gateway.cjs::activateUserByToken,ndsp-trial-register.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-61547C6436CE,Active Session User,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_user_login_gateway.cjs::activeSessionUser,ndsp-user-login.service,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|GET /api/auth/decision-room-access|POST /api/auth/runtime/usage/consume|GET /api/auth/profile|PUT /api/auth/profile|GET /api/auth/survey/status|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-11F9C86C3DEA,Admin Candidates,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/admin/telegram_routing_admin.py::_admin_candidates,DISCOVERY_REQUIRED,GET /status|POST /update|POST /test|GET /status|POST /update|POST /test,REAL_SNAPSHOT,UI_PARTIAL,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-85BADA8EEE4D,Admin Key Ok,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/internal/telegram_routing_internal.py::admin_key_ok,DISCOVERY_REQUIRED,GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test|GET /debug-auth|GET /debug-db|GET /status|POST /update|POST /test,REAL_SNAPSHOT,UI_PARTIAL,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-F14BB07445FB,Admin Key Ok,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/admin/telegram_routing_v2.py::admin_key_ok,DISCOVERY_REQUIRED,GET /status|POST /update|POST /test|GET /debug-auth|GET /status|POST /update|POST /test|GET /debug-auth,REAL_SNAPSHOT,UI_PARTIAL,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-F54EAA1EFDDA,Admin Key Ok,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/admin/telegram_routing_admin.py::admin_key_ok,DISCOVERY_REQUIRED,GET /status|POST /update|POST /test|GET /status|POST /update|POST /test,REAL_SNAPSHOT,UI_PARTIAL,PASSWORD_RESET,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-7FAFDEF8B916,Admin List Audit Events,ALGORITHM_OR_BUSINESS_LOGIC,apps/ndsp-governance-bridge/policies/admin_snapshot/audit_admin_v6.py::admin_list_audit_events,ndsp-governance-bridge.service,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,SUBSCRIPTION,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-439EB8A1AE69,Admin Mail To,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_trial_register_gateway.cjs::adminMailTo,ndsp-trial-register.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-C85D75362012,Admin Only,ALGORITHM_OR_BUSINESS_LOGIC,backend/server.js::adminOnly,DISCOVERY_REQUIRED,GET /health|POST /auth/register|POST /auth/login|GET /me|POST /feedback|POST /upgrade-request|GET /upgrade-requests/me|GET /admin/upgrade-requests|POST /admin/upgrade-requests/:id/review|GET /trial/status|GET /admin/feedback|POST /admin/feedback/:id/review|GET /notifications|POST /notifications/:id/read|GET /admin/notifications|POST /admin/notifications/send|GET /plans|GET /admin/plans|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|GET /admin/stats|PUT /admin/users/:id|DELETE /admin/users/:id|GET /admin/users|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|GET /api/admin/telegram-routing/status|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_MODIFIED,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-1F6C6744CA7A,Alert Text,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/delivery/ndsp_delivery_interfaces.py::_alert_text,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,LOGIN,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-9C9E08E2F53E,Apply Governance Runtime,ALGORITHM_OR_BUSINESS_LOGIC,apps/ndsp-governance-bridge/policies/governance_runtime.py::apply_governance_runtime,ndsp-governance-bridge.service,DISCOVERY_REQUIRED,UNKNOWN,SERVICE_CONNECTED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-C9B83A923CCA,Apply Runtime Governance,ALGORITHM_OR_BUSINESS_LOGIC,apps/ndsp-governance-bridge/policies/governance_runtime.py::apply_runtime_governance,ndsp-governance-bridge.service,DISCOVERY_REQUIRED,UNKNOWN,SERVICE_CONNECTED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-291C5498F747,Attach Tdl Trade Horizon Addons,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_tdl_trade_horizon_addons.cjs::attachTdlTradeHorizonAddons,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-26EC4D157EE6,Auth,ALGORITHM_OR_BUSINESS_LOGIC,backend/server.js::auth,DISCOVERY_REQUIRED,GET /health|POST /auth/register|POST /auth/login|GET /me|POST /feedback|POST /upgrade-request|GET /upgrade-requests/me|GET /admin/upgrade-requests|POST /admin/upgrade-requests/:id/review|GET /trial/status|GET /admin/feedback|POST /admin/feedback/:id/review|GET /notifications|POST /notifications/:id/read|GET /admin/notifications|POST /admin/notifications/send|GET /plans|GET /admin/plans|PUT /admin/plans/:id|POST /admin/plans/:id/features|DELETE /admin/plan-features/:id|PUT /admin/plans/:id/layers/:layerKey|GET /admin/stats|PUT /admin/users/:id|DELETE /admin/users/:id|GET /admin/users|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /__retired_api_admin_users_action_legacy|POST /api/auth/2fa/setup/start|GET /api/admin/telegram-routing/status|POST /api/admin/telegram-routing/update|POST /api/admin/telegram-routing/test,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_MODIFIED,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-46EAB19BB0B6,Auth,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_user_login_gateway.cjs::auth,ndsp-user-login.service,GET /api/auth/login/health|POST /api/auth/login|POST /api/auth/2fa/login/verify|GET /api/auth/session|GET /api/auth/decision-room-access|POST /api/auth/runtime/usage/consume|GET /api/auth/profile|PUT /api/auth/profile|GET /api/auth/survey/status|POST /api/auth/survey/response|POST /api/auth/events|POST /api/auth/internal/legal-acceptance|POST /api/auth/internal/evidence|POST /api/auth/logout|GET /api/auth/2fa/status|POST /api/auth/2fa/setup|POST /api/auth/2fa/confirm|POST /api/auth/2fa/disable|POST /api/auth/2fa/status|POST /api/auth/2fa/setup/start|POST /api/auth/2fa/setup/confirm|POST /api/auth/2fa/setup/skip|POST /api/auth/2fa/setup/confirm-final|POST /api/auth/2fa/setup/confirm-speakeasy,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-2A493D97E048,Auth Debug,ALGORITHM_OR_BUSINESS_LOGIC,apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py::auth_debug,ndsp-governance-bridge.service,GET /auth-debug|GET /policy|POST /policy|POST /timing/enable|POST /timing/disable|GET /auth-debug|GET /policy|POST /policy|POST /timing/enable|POST /timing/disable,UNKNOWN,UI_PARTIAL,ADMIN,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-28A54C2588CC,Authorize,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_admin_actions_bypass_old_middleware.cjs::authorize,ndsp-admin-actions.service,GET /api/admin-actions/users/action/health|POST /api/admin-actions/users/action,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-A0619F62EEAE,Authorize,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_admin_actions_authoritative.cjs::authorize,ndsp-admin-actions.service,GET /api/admin/users/action/health,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-3CAAC6E360D3,Authorize Decision Request,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_platform_gateway_9001.cjs::authorizeDecisionRequest,ndsp-platform-gateway.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-C92342987A74,Backtest Engine,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/backtest/backtest_engine.py::BacktestEngine,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,REPORTS,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-77BC55243F4F,Black Layer Engine,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/black_layer/black_layer_engine.py::BlackLayerEngine,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-F055FF631E76,Black Layer Quality Effect From State,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/black_layer/black_layer_engine.py::black_layer_quality_effect_from_state,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-F2E85E1A728A,Calculate Total Quality,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/quality/decision_quality_stack.py::calculate_total_quality,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-F5C7F3807EC2,Canonical Decision Text,ALGORITHM_OR_BUSINESS_LOGIC,frontend/user-portal-vite/src/main.jsx::canonicalDecisionText,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,REAL_LIVE,UI_PARTIAL,CURRENT_FRONTEND,frontend/user-portal-vite/src/main.jsx,LOCAL_MODIFIED,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-ABBB5A76429B,Cftc Auto Provider,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/cot/cftc_auto_provider.py::cftc_auto_provider,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,MOCK_ONLY,UI_PARTIAL,REPORTS,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-34C595F25781,Compute Market Positioning,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/core/market_positioning.py::compute_market_positioning,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-5F3BB15915F6,Compute Public Quality,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/decision_quality_public.py::_compute_public_quality,DISCOVERY_REQUIRED,GET /api/decision/quality|GET /api/decision/quality,UNKNOWN,SOURCE_IDENTIFIED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-99BCB7F8D2D9,Compute Tdl Trade Horizon Addons,ALGORITHM_OR_BUSINESS_LOGIC,backend/auth_api/ndsp_tdl_trade_horizon_addons.cjs::computeTdlTradeHorizonAddons,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-CDAA43AE2E9B,Cot Asset Class,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/cot/cot_contracts.py::CotAssetClass,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,REPORTS,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-1103369520D4,Cot Asset Mapping,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/cot/cot_contracts.py::CotAssetMapping,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,REPORTS,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P1,CAP-EBA92C8CC7A3,Cot Category Position,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/cot/cot_contracts.py::CotCategoryPosition,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,REPORTS,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
